title,company,description,link,listedOn,email,phone,city,region,salary,runDate,jobType,regionName
Practice Lead Information Security,ACC New Zealand,Be part of the team driving the way forward in developing and embedding best practice innovation across Technology and Data.,https://www.seek.co.nz/job/82681621?type=standard&ref=search-standalone&origin=cardTitle#sol=dc1b80db52b7578fc4c6951fb8d947d3209a6420,23d ago,,,,,"$117,734 - $146,513",13/03/2025,,Wellington
Trainee Hazmat Consultant (Asbestos & Occupational Hygiene),Precise Limited,Opportunity to work in Wellington with a well established company involved in various aspects of managing hazardous environments.,https://www.seek.co.nz/job/82405975?type=standard&ref=search-standalone&origin=cardTitle#sol=b7f40adcb370441b0a9a14a5b5410126d8b70206,3d ago,,,,,#NAME?,13/03/2025,,Wellington
Communications Specialist,Enlighten Talent,Put your flair for storytelling to good use and make a meaningful impact supporting this charitable organisation realise their potential.,https://www.seek.co.nz/job/82152913?type=standard&ref=search-standalone&origin=cardTitle#sol=d80ac2532d1b4f2fe1f310b2b2e2e07b87c241d2,2d ago,,,,,Join a business with competitive staff benefits!,13/03/2025,,Wellington
Head of Enterprise Portfolio and Change Management,The Co-operative Bank,Join our small but mighty bank in this new role and lead our Enterprise Portfolio and Change Management function.,https://www.seek.co.nz/job/82666947?type=standard&ref=search-standalone&origin=cardTitle#sol=60dd48d4ebe76243b571f1f12852c3ec0fc67279,7d ago,,,,,$110 - $120 p.h. + Hourly rate + paid weekly,13/03/2025,,Wellington
Trade Communications Manager,DuluxGroup,Looking for a Trade Communications Manager with strong customer acquisition & retention experience to support in our digital transformation journey!,https://www.seek.co.nz/job/82675056?type=standard&ref=search-standalone&origin=cardTitle#sol=e732da79a0077efd4b2e53e51e48c6c834a8f47f,2d ago,,,,,,13/03/2025,,Wellington
Project Delivery Manager,Chorus,Ready to take the lead in shaping the future? Join us in managing the full project journey for our copper retirement strategy!,https://www.seek.co.nz/job/82561881?type=standard&ref=search-standalone&origin=cardTitle#sol=c76d99b7b4277a7eaea5462287597e179b1e8789,10d ago,,,,,,13/03/2025,,Wellington
Customer Lifecycle Manager,Kiwibank,Create meaningful cross-channel journeys that help our customers with their goals and deliver ROI back to the business.,https://www.seek.co.nz/job/82698205?type=standard&ref=search-standalone&origin=cardTitle#sol=5fb8b08ae432303dba8121f3f6cab15f2049b90f,4d ago,,,,,,13/03/2025,,Wellington
Service Desk Analyst,Spark New Zealand Trading Limited,Service Desk Analyst,https://www.seek.co.nz/job/82468162?type=standard&ref=search-standalone&origin=cardTitle#sol=b7ae9e8eb974c1d7fa5b56525366e7422cc571c6,8d ago,,,,,,13/03/2025,,Wellington
Sustainability Specialist - Renewable Construction,Meridian Energy,We are seeking a skilled Sustainability Specialist with experience in development projects to join our Renewable Construction Team.,https://www.seek.co.nz/job/82639724?type=standard&ref=search-standalone&origin=cardTitle#sol=af2952135e630aa81e1e5f730c341d2e9cba3987,6d ago,,,,,,13/03/2025,,Wellington
Field Service Engineer (L2) - Wellington,NTT DATA,Field Services Engineer (L2) is responsible towards a managed service to clients to ensure that their infrastructure remain operational at top notch.,https://www.seek.co.nz/job/82527305?type=standard&ref=search-standalone&origin=cardTitle#sol=878a550972bdbe4baf21699269122b673fcafff2,6d ago,,,,,,13/03/2025,,Wellington
MS Teams/SharePoint Technical Lead,Department of Internal Affairs,We are seeking an experienced Microsoft Teams/SharePoint Online individual.,https://www.seek.co.nz/job/82593778?type=standard&ref=search-standalone&origin=cardTitle#sol=74b5fbb1c49bd35b89021e6e46d06bc018726e42,8d ago,,,,,,13/03/2025,,Wellington
Digital Marketing Executive,Primeproperty Group,"Take ownership of the marketing concepts, plans, designs and strategies in order to build and promote brand growth and expansion.",https://www.seek.co.nz/job/82605992?type=standard&ref=search-standalone&origin=cardTitle#sol=6f3b1b63ea733ff40d06242b7bcea304efcc55ce,6d ago,,,,,,13/03/2025,,Wellington
"Product Owner, Intelligence Engagement Systems",Government Communications Security Bureau,"Do you recognise that technology is a means to an end, and that valuable customer outcomes are what matters most?",https://www.seek.co.nz/job/82535168?type=standard&ref=search-standalone&origin=cardTitle#sol=e9405010df39c0c307e29c79a2baca64d1f09772,8d ago,,,,,,13/03/2025,,Wellington
MarTech Product Lead,ANZ Bank New Zealand Limited,We're seeking a skilled Product Lead to provide key leadership and support critical Marketing Tech functions,https://www.seek.co.nz/job/82607976?type=standard&ref=search-standalone&origin=cardTitle#sol=c5c6a8cfc36e4824b70a3c85f602ee4ec92086b3,19h ago,,,,,,13/03/2025,,Wellington
Application Support Analyst,FNZ Services (NZ) Limited,"This is an exciting opportunity to be a part of a global team. As a Production Support Analyst, you’ll provide application support for our business.",https://www.seek.co.nz/job/82527594?type=standard&ref=search-standalone&origin=cardTitle#sol=168dede8a07d90abf08713ce7d3060dc5b302a5d,15h ago,,,,,,13/03/2025,,Wellington
Senior Project Manager,Randstad Digital,"Looking for a Business-focused Senior Project Manager with experience in business case authoring, coordinating and implementation planning",https://www.seek.co.nz/job/82733585?type=standard&ref=search-standalone&origin=cardTitle#sol=a2ee87eb50bc6b3514dec44aff5667927eb99105,1d ago,,,,,,13/03/2025,,Wellington
Development Delivery Lead | Kaiārahi Hora Whanaketanga,Stats NZ,"Lead transformative initiatives with your technical, project management, and stakeholder skills. Drive impactful business change and innovation!",https://www.seek.co.nz/job/82741793?type=standard&ref=search-standalone&origin=cardTitle#sol=5d09c51df148f3aaa01eddf40a3439ce269d2076,1d ago,,,,,,13/03/2025,,Wellington
Technical Business Analyst,UpperGround by Hudson - Projects & Transformation,"Experienced Salesforce Business Analyst needed for a large-scale transformation, working with SaaS tech in an Agile public sector environment",https://www.seek.co.nz/job/82714796?type=standard&ref=search-standalone&origin=cardTitle#sol=11e4d66845a30f971470ef85c11d76e819bd2aeb,,,,,,,13/03/2025,,Wellington
Data Engineer,TSB,"Undertake the development, enhancement and support of the Bank’s data platform.",https://www.seek.co.nz/job/82698978?type=standard&ref=search-standalone&origin=cardTitle#sol=571a63fcfbaf2a82b1e2b28ec3a396a7f4b1fc7f,,,,,,,13/03/2025,,Wellington
Applications Developer,New Zealand Customs Service,"Got a passion for crafting and supporting resilient, adaptable systems in an evolving operating environment? Come join the team at NZ Customs!",https://www.seek.co.nz/job/82561464?type=promoted&ref=search-standalone&origin=cardTitle#sol=54a93c8d1e7b1ccd54e2c0ed2981decb853314ea,6d ago,,,,,Competitive salary - flexible working options,13/03/2025,,Wellington
Test Discipline Defect Manager,ANZ Bank New Zealand Limited,"Drive defect resolution, ensure software quality, coordinate teams, and implement solutions to enhance efficiency at ANZ",https://www.seek.co.nz/job/82703177?type=promoted&ref=search-standalone&origin=cardTitle#sol=dc92d20ef524cf87e4d6406e4f7e47471c1cf344,1d ago,,,,,AUD 60000 - 70000 per annum (AUD),13/03/2025,,Wellington
Database Administrator,BNZ,"Join our collaborative and supportive team environment. We value organisation and mutual support, with a good dose of humour.",https://www.seek.co.nz/job/82604196?type=standard&ref=search-standalone&origin=cardTitle#sol=145320a3928dedb8302431f5957c8a4fefb07dfd,22d ago,,,,,"$118,390-$143,639 + Kiwisaver + Wellness Benefits",13/03/2025,,Wellington
Deputy Chief Executive - People and Operations,Sheffield,"A fantastic role, ensuring we have the people, systems and resources to deliver on our international priorities",https://www.seek.co.nz/job/82700504?type=standard&ref=search-standalone&origin=cardTitle#sol=a0a3e71104d4a93ce0744c8d8206a02264077ecd,8d ago,,,,,"$95,972 - $128,391 + KiwiSaver",13/03/2025,,Wellington
Field Services Technician – POS Systems,Green Light PS Pty Ltd,Fulltime Permanent Opportunity. Wellington Location. Immediate Start. Excellent Salary and Benefits. Full Onsite Training Provided. Green,https://www.seek.co.nz/job/82186805?type=standard&ref=search-standalone&origin=cardTitle#sol=0569c737181c9f32422249fc2f72d6d7edaab619,13d ago,,,,,Base salary + Bonus + Laptop,13/03/2025,,Wellington
Technical Lead,"Ministry of Business, Innovation and Employment",Work in a dynamic environment and play a key role in delivering transformational change,https://www.seek.co.nz/job/82532915?type=standard&ref=search-standalone&origin=cardTitle#sol=66d5b42cf7c20e1a5a162fc516e549319ff2252f,22d ago,,,,,Competitive salary package + outstanding benefits,13/03/2025,,Wellington
Head of Communications and Government Services,INSIDE Recruitment,"In this role, you will play a pivotal role in ensuring WorkSafe operates effectively as a Crown entity. Role is flexible on location.",https://www.seek.co.nz/job/82423673?type=standard&ref=search-standalone&origin=cardTitle#sol=fb737490e91ca9dd5086844ddce74294287672dc,2d ago,,,,,"​$80,000 - $110,000 Base Salary + Benefits",13/03/2025,,Wellington
.NET Developer (Junior to Intermediate),GS1 New Zealand,Craving a career-defining role with a genuinely purpose-driven organisation?,https://www.seek.co.nz/job/82181347?type=standard&ref=search-standalone&origin=cardTitle#sol=c1468db19e7b43937b38262386bf8f8533a12071,21d ago,,,,,Competitive salary package + outstanding benefits,13/03/2025,,Wellington
Technical Business Analyst (6 Months),Talent Vault Ltd,Urgent Wellington based 6 month Senior BA contract role,https://www.seek.co.nz/job/82679082?type=standard&ref=search-standalone&origin=cardTitle#sol=e7869b56cd110e7411b38a463019fa3adf478cbb,8d ago,,,,,,13/03/2025,,Wellington
Digital Marketing and Brand Manager,Fiso Group,"Fiso Group is seeking a experienced Digital Marketing & Brand Manager to drive strategy, engagement, and brand growth across a diverse portfolio.",https://www.seek.co.nz/job/82222806?type=standard&ref=search-standalone&origin=cardTitle#sol=d6ba832d7758ecf61147acc0bdba31f9612f48d6,2d ago,,,,,,13/03/2025,,Wellington
Data Tester,New Zealand Customs Service,Join NZ Customs as a Data Tester and embark on an exciting journey! This role is a full-time permanent position based in our Wellington Customhouse.,https://www.seek.co.nz/job/82528803?type=standard&ref=search-standalone&origin=cardTitle#sol=97d4ffc739ec370f769d222f7bfad2ba5bfb2c93,3d ago,,,,,,13/03/2025,,Wellington
Principal Data Engineer (Wellington or Christchurch),Meridian Energy,"Join our Retail Digital & Product team! Lead data/AI architecture, mentor others, manage pipelines, ensure platform reliability & drive innovation",https://www.seek.co.nz/job/82680888?type=standard&ref=search-standalone&origin=cardTitle#sol=8830223ab7cf2e441f3e52a5aa3b965566462078,7d ago,,,,,,13/03/2025,,Wellington
Application Support Developer,FNZ Services (NZ) Limited,"As an Application Support Developer, you will play a critical role within our Production Support Department.",https://www.seek.co.nz/job/82643570?type=standard&ref=search-standalone&origin=cardTitle#sol=ab401f493b138105b4bee92bf7135136e200f63d,1d ago,,,,,,13/03/2025,,Wellington
Technical Business Analyst | Kaitātari Pakihi Hangarau Whakawhiti Kōrero,Stats NZ,Play a key part in building and improving information/data services and processes that help us ensure New Zealanders have quality data and statistics.,https://www.seek.co.nz/job/82567959?type=standard&ref=search-standalone&origin=cardTitle#sol=0bfbbc7e13d0a9d37705362b7b778bfe93e5c64a,2d ago,,,,,,13/03/2025,,Wellington
Communications Manager,"Talent – Specialists in tech, transformation & beyond",A unique opportunity has emerged to join Te Tumu Paeroa at a critical time as they build and grow their communications function.,https://www.seek.co.nz/job/82699512?type=standard&ref=search-standalone&origin=cardTitle#sol=f442d26d6079c1d981a818f3d9956cb82fcff5aa,10d ago,,,,,,13/03/2025,,Wellington
Lead Data Engineer,Westpac New Zealand Limited,We are looking for a seasoned lead data engineer to join in our team.,https://www.seek.co.nz/job/82698878?type=standard&ref=search-standalone&origin=cardTitle#sol=6f1a6c5ec8fe6f99fc36fa9a86e5800860cd1cc8,7d ago,,,,,,13/03/2025,,Wellington
IT Coordinator,TEKsystems,Passionate about digital transformation? This role lets you drive impact in metering operations with strong organization and attention to detail.,https://www.seek.co.nz/job/82479519?type=standard&ref=search-standalone&origin=cardTitle#sol=68d761ac25268846a9b9bc96dd728ac2ba0c2c76,14d ago,,,,,,13/03/2025,,Wellington
Technology Governance Analyst,Kiwibank,Help support the implementation of internal standards and practices for Technology Governance within our Digital and Technology Team at Kiwibank.,https://www.seek.co.nz/job/82568782?type=standard&ref=search-standalone&origin=cardTitle#sol=a8b8af408f50a7e2d5348df5655d4ff2a8569335,16d ago,,,,,,13/03/2025,,Wellington
​​Digital Marketing Manager​,Campfire Digital Recruitment,"​​Drive high-impact digital campaigns and work with great clients, at a great company with an even greater team culture.​",https://www.seek.co.nz/job/82406950?type=standard&ref=search-standalone&origin=cardTitle#sol=2edf1fa14d26792d014ab91cd7dffd6c5041bad4,7d ago,,,,,,13/03/2025,,Wellington
IT Manager - Join a Leading Property Insights Business,Quotable Value Limited,We're looking for an experienced IT Manager to oversee critical technology services and help drive innovation within our team.,https://www.seek.co.nz/job/82319089?type=standard&ref=search-standalone&origin=cardTitle#sol=855c4dea62da4418191d348d142739dedc51f6d2,16h ago,,,,,,13/03/2025,,Wellington
Media and Content Manager,Chorus,"Leverage your media expertise and exec collaboration to secure coverage, align messaging, and drive our purpose-driven strategy!",https://www.seek.co.nz/job/82561556?type=standard&ref=search-standalone&origin=cardTitle#sol=4979e23c1843a8d061ee368f0e1f216cb96a2476,,,,,,,13/03/2025,,Wellington
Principal Architect - Integration,Kiwibank,"Seeking a Principal Architect for integration, supporting current state whilst enabling the transition to a modern integration technology approach.",https://www.seek.co.nz/job/82739596?type=standard&ref=search-standalone&origin=cardTitle#sol=e905958b3365f4291a7d80b487c4b543dbd93c66,,,,,,,13/03/2025,,Wellington
Sustainability Specialist - Renewable Construction,Meridian Energy,We are seeking a skilled Sustainability Specialist with experience in development projects to join our Renewable Construction Team.,https://www.seek.co.nz/job/82639724?type=promoted&ref=search-standalone&origin=cardTitle#sol=31efc6b036dfe1c32b0dc4e54109448ad905bb8a,22d ago,,,,,Competitive salary package + outstanding benefits,13/03/2025,,Wellington
Test Discipline Defect Manager,ANZ Bank New Zealand Limited,"Drive defect resolution, ensure software quality, coordinate teams, and implement solutions to enhance efficiency at ANZ",https://www.seek.co.nz/job/82703177?type=promoted&ref=search-standalone&origin=cardTitle#sol=f1c466d08994c64782cb16a96382cb64395f2f0c,23h ago,,,,,"$100,000 - $118,000",13/03/2025,,Wellington
"Communications, PR & Engagement Manager",Likemind,"Communications, PR, and Engagement Manager for a 12-month fixed term to elevate their brand, to further strengthen key relationships.",https://www.seek.co.nz/job/82182401?type=standard&ref=search-standalone&origin=cardTitle#sol=a6f7bf9a37040becbaa000b1702f7ac56291509e,1mo ago,,,,,NZD 35 - 40 per hour,13/03/2025,,Wellington
Product Lead - Modern Workplace,Kiwibank,Our Digital Workplace team is looking for a Product Lead who will help us create unbeatable employee and team experiences,https://www.seek.co.nz/job/82728518?type=standard&ref=search-standalone&origin=cardTitle#sol=0e5299413cef7a2324ba2c54c87c9a4059ce2fbc,1d ago,,,,,12-month Fixed Term covering Parental Leave,13/03/2025,,Wellington
Operations Support Officer - Manufacturing,NZ Blood Service,Are you an experienced Medical Laboratory Scientist or Technician with a passion in leading process improvement?,https://www.seek.co.nz/job/82016318?type=standard&ref=search-standalone&origin=cardTitle#sol=673697c98f29c38754f32ea9aacd9982b6e40d12,22d ago,,,,,"$75,000 – $95,000 per year",13/03/2025,,Wellington
Software Engineer,Absolute IT Limited,Join a public sector programme building a new Greenfields platform.,https://www.seek.co.nz/job/82700235?type=standard&ref=search-standalone&origin=cardTitle#sol=552c7d56d94d56abbf6826d8d3b9ef92c311102a,6d ago,,,,,Competitive,13/03/2025,,Wellington
Field Services Technician – POS Systems,Green Light PS Pty Ltd,Contract Opportunity. Wellington Location. Immediate Start. Excellent Hourly Rate. Full Onsite Training Provided. Green Light Worldwide,https://www.seek.co.nz/job/82188606?type=standard&ref=search-standalone&origin=cardTitle#sol=89f27698997cc6a97961dc9fabd2b1c61463e585,2d ago,,,,,"Medical Insurance, enhanced parental leave, etc.",13/03/2025,,Wellington
Performance and Operations Lead,Kiwibank,"Streamline processes, manage budgets, & enhance ways of working while driving strategic planning, performance measurement, & marketing optimisation.",https://www.seek.co.nz/job/82602730?type=standard&ref=search-standalone&origin=cardTitle#sol=05e75c1f788d34269026da6ca17ed259ee279e07,15d ago,,,,,"$150,000 – $180,000 per year",13/03/2025,,Wellington
Kaitohutohu Rautaki Kōrero | Communications Advisor,Te Taura Whiri i te reo Māori,Te Taura Whiri is seeking a Communications Advisor. Join us in promoting te reo Māori as a living language. Fixed Term for six months.,https://www.seek.co.nz/job/82677845?type=standard&ref=search-standalone&origin=cardTitle#sol=20d20282d178bcdcdc23e572503bf2c024c6655e,17d ago,,,,,"$120,000 – $160,000 per year",13/03/2025,,Wellington
General Manager,Reveal Infrastructure Limited,"A key leadership role that will shape Reveal’s future, ensuring short-term performance, sustainable growth and a strong market presence.",https://www.seek.co.nz/job/82390810?type=standard&ref=search-standalone&origin=cardTitle#sol=29e2ebdc9401596a2c87df203126f0ed3440dad6,6d ago,,,,,NZD 140 - 160 per hour,13/03/2025,,Wellington
HEAD OF MARKETING & COMMUNICATIONS,Arotec Diagnostics Limited,"Join AROTEC Diagnostics Limited as our Head of Marketing & Communications and make a real, impact on patient outcomes worldwide.",https://www.seek.co.nz/job/82288300?type=standard&ref=search-standalone&origin=cardTitle#sol=767d24e23725256fabfccb77dcd58f4951bddb20,24d ago,,,,,"$90,000 – $110,000 per year",13/03/2025,,Wellington
Front-end Developer,Potentia,"Work with a collaborative, cross functional team to build interactive web apps",https://www.seek.co.nz/job/82600816?type=standard&ref=search-standalone&origin=cardTitle#sol=36438c1b47287466a854b226c904089544f5e194,14d ago,,,,,,13/03/2025,,Wellington
Network Operations Engineer,Fusion Networks Ltd,"Join us as a Network Engineer, using top tools to ensure seamless connectivity and deliver exceptional service for our customers!",https://www.seek.co.nz/job/82112495?type=standard&ref=search-standalone&origin=cardTitle#sol=30355eae4a0374190b348d14bbcd58d5de74b853,2d ago,,,,,,13/03/2025,,Wellington
Test Analyst,Catch Design,"Seeking a talented Test Analyst to join our team who thrives on ensuring high-quality, functional digital digital projects leave our agency.",https://www.seek.co.nz/job/82404300?type=standard&ref=search-standalone&origin=cardTitle#sol=fff09881139cb86aea4f6f52a545ff0f3448ba0c,22d ago,,,,,,13/03/2025,,Wellington
Multiple Contract Java Developers,Comspek International Limited,Multiple Contracts - Want to be part of a delivery team who are leading the way with Open Banking and Enterprise APIs for our key banking...,https://www.seek.co.nz/job/82670067?type=standard&ref=search-standalone&origin=cardTitle#sol=22759d32cd2bc6889f128da117932be4e18e1d91,24d ago,,,,,,13/03/2025,,Wellington
Senior IT Project & Implementation Manager,Wētā FX Limited,"We are seeking a Senior PM to take responsibility for the delivery of complex projects that have a significant business, and high-profile impact.",https://www.seek.co.nz/job/82181394?type=standard&ref=search-standalone&origin=cardTitle#sol=d4080823a81eafbeb08fef1203c0d1def7ed075c,1d ago,,,,,,13/03/2025,,Wellington
Digital Solution Architect,Theta,"Holidays are over, you are feeling energetic and ready to make a career change - join a highly regarded, New Zealand-owned technology company.",https://www.seek.co.nz/job/82113017?type=standard&ref=search-standalone&origin=cardTitle#sol=5d5bf859ab0c8b5b151442eabc90beaffe102092,10d ago,,,,,,13/03/2025,,Wellington
Performance Insights and Modelling Specialist,KiwiRail,Join us as a Performance Insights and Modelling Specialist and help shape the future of rail asset management in New Zealand.,https://www.seek.co.nz/job/82705401?type=standard&ref=search-standalone&origin=cardTitle#sol=b1df57027fceb33d1d2e94859b26ed40f1c12dd2,7d ago,,,,,,13/03/2025,,Wellington
Data Architect,Aware Group,Join our growing team of talented developers to work with emerging tech and create award-winning data platform solutions for global clients.,https://www.seek.co.nz/job/82482450?type=standard&ref=search-standalone&origin=cardTitle#sol=17cdfe94006c9670f3d8ca99bb5d959acf653e33,7d ago,,,,,,13/03/2025,,Wellington
Full Stack Software Engineer (Senior or Intermediate),Aware Group,Join Aware to work on exciting cloud projects with cutting-edge technology and create award-winning data platform solutions for global clients.,https://www.seek.co.nz/job/82560951?type=standard&ref=search-standalone&origin=cardTitle#sol=9cb068eda123798410ce0f4808c39b9d226b0b29,21d ago,,,,,,13/03/2025,,Wellington
Financial Systems Architect,Potentia,Exciting opportunity to architect and develop a world-first financial system in the growing PropTech industry.,https://www.seek.co.nz/job/82560868?type=standard&ref=search-standalone&origin=cardTitle#sol=6b877d1f14c23ab62a3b34ba81b19773d9d382cd,,,,,,,13/03/2025,,Wellington
Cyber Security Analyst/Penetration Tester,Liverton Security Limited,The successful applicant will have a fantastic opportunity to make a meaningful contribution to the future direction and growth of the business.,https://www.seek.co.nz/job/82214010?type=standard&ref=search-standalone&origin=cardTitle#sol=d7dc5fdcf9d3da5783a1798eb207c1d6a59015e1,,,,,,,13/03/2025,,Wellington
Applications Developer,New Zealand Customs Service,"Got a passion for crafting and supporting resilient, adaptable systems in an evolving operating environment? Come join the team at NZ Customs!",https://www.seek.co.nz/job/82561464?type=promoted&ref=search-standalone&origin=cardTitle#sol=2ea022dc7bea92e31bb0129541f9590f62a5328b,27d ago,,,,,Competitive salary - flexible working options,13/03/2025,,Wellington
Principal Data Engineer (Wellington or Christchurch),Meridian Energy,"Join our Retail Digital & Product team! Lead data/AI architecture, mentor others, manage pipelines, ensure platform reliability & drive innovation",https://www.seek.co.nz/job/82680888?type=promoted&ref=search-standalone&origin=cardTitle#sol=b1a740b4bf8ce969ab0a84c4957e921588bda60f,3d ago,,,,,"$132,417-$160,472 + Kiwisaver + Wellness Benefits",13/03/2025,,Wellington
Product Marketing & Communications Manager,Convergence,"Take the lead on translating complex, technical product information into compelling, customer-focused communications.",https://www.seek.co.nz/job/82080986?type=standard&ref=search-standalone&origin=cardTitle#sol=ab637e0f1be1607ce042cd06c3c85287a6fed613,2d ago,,,,,"$145,986 - $171,748 plus 3% KiwiSaver",13/03/2025,,Wellington
Senior Project Manager,"Ministry of Business, Innovation and Employment",Work in a dynamic environment and play a key role in delivering transformational change,https://www.seek.co.nz/job/82642138?type=standard&ref=search-standalone&origin=cardTitle#sol=58423e67afb861bf3cc63c71e076f6c8c25c6249,1d ago,,,,,"Competitive salary, flexible working, cool mahi",13/03/2025,,Wellington
General Manager Corporate,ATCL Search,"Drive financial sustainability, lead corporate excellence and make an impact in affordable housing.",https://www.seek.co.nz/job/82669935?type=standard&ref=search-standalone&origin=cardTitle#sol=6b1556f4f2a9beeaf5c6cf7a15fdec79e3eb7822,7d ago,,,,,"90,000 - 110,000",13/03/2025,,Wellington
Principal Data Engineer,Commerce Commission,Lead the delivery of the technology and practices that will enable our data and analytics strategy.,https://www.seek.co.nz/job/82700424?type=standard&ref=search-standalone&origin=cardTitle#sol=b112a416ffdb0f59783493f740df718b26501b35,20h ago,,,,,Competitive salary and great benefits,13/03/2025,,Wellington
"Deputy Chief Executive, Operations",INSIDE Recruitment,Lead transformational change in Aotearoa’s health and safety landscape,https://www.seek.co.nz/job/82566964?type=standard&ref=search-standalone&origin=cardTitle#sol=6b467ee5059fd658b2534818ae111e4c44b6c68b,8d ago,,,,,Competitive salary - flexible working options,13/03/2025,,Wellington
Data Engineer (until Nov 2025),Contact Energy,Shape cutting-edge AI and Machine Learning solutions with an ambitious team on the path to decarbonising Aotearoa.,https://www.seek.co.nz/job/82731678?type=standard&ref=search-standalone&origin=cardTitle#sol=4fa2428314c32064597cdfb5e4238419e67ca942,6d ago,,,,,$$ dependent on your experience,13/03/2025,,Wellington
IT Project Manager,H2R Technology Limited,Intermediate IT Project Management opportunity for a fast growing Saas organisation supporting infrastructure and security projects,https://www.seek.co.nz/job/82526946?type=standard&ref=search-standalone&origin=cardTitle#sol=6673e20d37039d529885b4da47f93670d3d6e44d,10d ago,,,,,Competitive salary and great benefits,13/03/2025,,Wellington
Lead Software Engineer [Back-End] (Remote - NZ),TixTrack,"We are looking for a Lead Software Engineer to design, develop, and optimize strong back-end systems within our Ticketure product.",https://www.seek.co.nz/job/82624197?type=standard&ref=search-standalone&origin=cardTitle#sol=97dac6c9a8227c0ce4d544f341f581ec5640bdb9,3d ago,,,,,,13/03/2025,,Wellington
Senior DevOps Engineer,New Zealand Customs Service,Dynamic and varied full-time permanent position on offer to join Customs as a Senior DevOps Engineer!,https://www.seek.co.nz/job/82473677?type=standard&ref=search-standalone&origin=cardTitle#sol=6f6a81e562d2d0ff57a0d8990ec98f5fa87ea56f,7d ago,,,,,,13/03/2025,,Wellington
Project Manager,New Zealand Law Society,Seeking an experienced Project Manager to oversee end-to-end delivery on a variety of technology projects.,https://www.seek.co.nz/job/82641561?type=standard&ref=search-standalone&origin=cardTitle#sol=01b767de430fc198ccdf6496b14f3e2cdbf64558,6d ago,,,,,,13/03/2025,,Wellington
Senior Applications Developer,New Zealand Customs Service,"Got a passion for crafting and supporting resilient, adaptable systems in an evolving operating environment? Come join us at NZ Customs!",https://www.seek.co.nz/job/82560324?type=standard&ref=search-standalone&origin=cardTitle#sol=e866e537021bdd1bda7e209ff37a67dbab5f91a8,3d ago,,,,,,13/03/2025,,Wellington
Trust Board Members,Star People,Exciting new opportunity to enable meaningful economic growth on the Kāpiti Coast - be part of shaping the future.,https://www.seek.co.nz/job/82593427?type=standard&ref=search-standalone&origin=cardTitle#sol=665f25b9b84615b07ee44252166e298ccc1c89f4,7d ago,,,,,,13/03/2025,,Wellington
Principal Analyst / Principal Advisor - Data,Taska360,Ideally you have done some work with the likes of R but are now doing less hands on work & might be interested in strategic work or product mgmt work,https://www.seek.co.nz/job/82651639?type=standard&ref=search-standalone&origin=cardTitle#sol=48e6f650b877c71c885d9b10dd4503aa5c295582,1d ago,,,,,,13/03/2025,,Wellington
Marketing & Partnership Manager,Awanui Group,"Become part of a supportive and inclusive work environment that values the growth, work-life balance, and personal well-being of its employees.",https://www.seek.co.nz/job/82565076?type=standard&ref=search-standalone&origin=cardTitle#sol=de06ad6bc593c0d44552012d24888f144315daf8,2d ago,,,,,,13/03/2025,,Wellington
Customer Experience Specialist,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,We are looking for an experienced CX focused Business Analyst to join a public sector organisation to 30th June 2025.,https://www.seek.co.nz/job/82700884?type=standard&ref=search-standalone&origin=cardTitle#sol=c27ab8b35afeb5f7d58811d48ac569e48c965345,23d ago,,,,,,13/03/2025,,Wellington
Cyber Security Portfolio Manager,"Ministry of Business, Innovation and Employment",Discover a career with purpose at MBIE,https://www.seek.co.nz/job/82675252?type=standard&ref=search-standalone&origin=cardTitle#sol=ac3dffe48558bd9fc3ceaeda49e7c3cf825aa32f,3d ago,,,,,,13/03/2025,,Wellington
Strategic Communications Lead – Fixed Term (2 Years),PowerNet,"If you’re a strategic thinker with a passion for communication and engagement, we want to hear from you!",https://www.seek.co.nz/job/82143831?type=standard&ref=search-standalone&origin=cardTitle#sol=4c4cd53fd0b2471b96bca215d6f78a505f7703b5,2d ago,,,,,,13/03/2025,,Wellington
Business Analyst,New Zealand Law Society,"Do you excel in a dynamic, technical project environment? This is the role for you!",https://www.seek.co.nz/job/82646771?type=standard&ref=search-standalone&origin=cardTitle#sol=a7e4be3c8bbc863d408068d7fca2886b99fb8e99,44m ago,,,,,,13/03/2025,,Wellington
Business Analyst - Fixed term for 6 months,ASPEQ Limited,Be a member of a team that champions the customer’s needs.,https://www.seek.co.nz/job/82689778?type=standard&ref=search-standalone&origin=cardTitle#sol=a891b9b43b1bf16f81fdfb3f192321e00ab85ee2,,,,,,,13/03/2025,,Wellington
Test Manager - HRIS project,Expert360,Long term contract opportunity for a Test Manager with experience in Payroll Testing and HRIS replacement projects.,https://www.seek.co.nz/job/82758407?type=standard&ref=search-standalone&origin=cardTitle#sol=6f751a46842894f772f84f8079aa8b00d59df775,,,,,,,13/03/2025,,Wellington
Data Tester,New Zealand Customs Service,Join NZ Customs as a Data Tester and embark on an exciting journey! This role is a full-time permanent position based in our Wellington Customhouse.,https://www.seek.co.nz/job/82528803?type=promoted&ref=search-standalone&origin=cardTitle#sol=e028fd628c1f47595236bb9fce96070f7fd88673,14d ago,,,,,$110 - $120 p.h. + Hourly rate + paid weekly,13/03/2025,,Wellington
