title,company,description,link,listedOn,email,phone,city,region,salary,runDate,jobType,regionName
Senior Technical Consultant - Dynamics 365 CE,DXC Technology Australia & New Zealand,Exciting time to join DXC with strategic account wins and new projects commencing that offer a lot of variety with a range of tech across platforms.,https://www.seek.co.nz/job/82648513?type=promoted&ref=search-standalone&origin=cardTitle#sol=41085d692d140ea47643db5c433311c9460c0b51,17d ago,,,,,Up to $120 p.h.,13/03/2025,,Wellington
DFIR Senior/Lead Analyst,Bastion Security Group,Join our growing DFIR team to help us provide exceptional digital forensics and incident response services to our clients.,https://www.seek.co.nz/job/82734084?type=standard&ref=search-standalone&origin=cardTitle#sol=60b05f4fd9e0fa7514c71beb72b4635379ef9046,6d ago,,,,,Competitive salary package + outstanding benefits,13/03/2025,,Wellington
Project Scheduler,Comspek International Limited,We are seeking a skilled Project Scheduler with expertise in MS Project to join our client's dynamic team,https://www.seek.co.nz/job/82302779?type=standard&ref=search-standalone&origin=cardTitle#sol=074eb86849a63a5aecd7b61e685a430e0f26c6c0,9d ago,,,,,$150k - $180k p.a.,13/03/2025,,Wellington
Statistical Production Lead | Kaihautū Hanga Tatauranga,Stats NZ,Drive the successful coordination of statistical releases and ensure efficient delivery of statistical products that make a real impact in Aotearoa.,https://www.seek.co.nz/job/82593757?type=standard&ref=search-standalone&origin=cardTitle#sol=c13606cd054010e970e5936ff979ae686b0cfb6b,9d ago,,,,,,13/03/2025,,Wellington
Solutions Architect,TEKsystems,If you are a solution focused professional looking to take on a challenging and rewarding contract role we would love to hear from you,https://www.seek.co.nz/job/82524024?type=standard&ref=search-standalone&origin=cardTitle#sol=495a5eb5ebd0bfccd854335e7d563ce884bd22a6,27d ago,,,,,,13/03/2025,,Wellington
Cybersecurity Threat Intelligence Analyst,Datacom,.Datacom works with organisations and communities across Australia and New Zealand to make a difference in people’s lives,https://www.seek.co.nz/job/82507291?type=standard&ref=search-standalone&origin=cardTitle#sol=3eaf0ee6e303609d875e798569ec6c74c1b059bc,2d ago,,,,,,13/03/2025,,Wellington
Engineer - Cloud,Find IT Recruitment,Join a fast-growing organisation in financial services - great opportunity to progress your career!,https://www.seek.co.nz/job/82072891?type=standard&ref=search-standalone&origin=cardTitle#sol=eb2c77dba0bf63c3f49a0224ba0b02371c0f8b6b,8d ago,,,,,,13/03/2025,,Wellington
Software Engineer – Mobile Apps - Android,TSB,"Develop and prepare mobile applications and code changes for deployment through testing and production environments, aligned to business needs.",https://www.seek.co.nz/job/82697618?type=standard&ref=search-standalone&origin=cardTitle#sol=d9fd2b0d09d71e881d8e775e8f6351616f97c2b9,13d ago,,,,,,13/03/2025,,Wellington
Senior Data Analyst  Kaitātari Raraunga Matua,Te Mātāwai,"The role leads the design and development of data sourcing processes, procedures and systems, as well as the go to person in data analytics",https://www.seek.co.nz/job/82559213?type=standard&ref=search-standalone&origin=cardTitle#sol=ac191160446840c1eac635e6a86719f19a9bc29d,27d ago,,,,,,13/03/2025,,Wellington
Full Stack Developer - Relocate to Dunedin,Crescent Consulting,This is an exciting opportunity to play a key role in delivering software solutions within a high-performing development team.,https://www.seek.co.nz/job/82422846?type=standard&ref=search-standalone&origin=cardTitle#sol=607c06d7ecfb47c5d213b3a50ca7216425d55469,9d ago,,,,,,13/03/2025,,Wellington
Engineer - Network,Find IT Recruitment,Great opportunity to take the next step in your career with this fast growing financial services business!,https://www.seek.co.nz/job/82073360?type=standard&ref=search-standalone&origin=cardTitle#sol=9a3680522a8bf649c6018816cfd4d26e74bf9333,10d ago,,,,,,13/03/2025,,Wellington
x2 Senior Engineers,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,Senior Engineers IT Engineers Software Engineers,https://www.seek.co.nz/job/82500487?type=standard&ref=search-standalone&origin=cardTitle#sol=fea4ef1317c4d189260e1631871f1b624ac3f268,17d ago,,,,,,13/03/2025,,Wellington
Senior Project Manager,Randstad Digital,Looking at hiring a Senior Project Manager for our Financial Services client,https://www.seek.co.nz/job/82492766?type=standard&ref=search-standalone&origin=cardTitle#sol=f482ac86dc79f9c7ef2a3f3087f6b654383fb126,2d ago,,,,,,13/03/2025,,Wellington
Senior Laboratory Technician,DOWNER NZ,Great opportunity to join an industry leader as Senior Laboratory Technician! Valid KTP signatory required.,https://www.seek.co.nz/job/82318661?type=standard&ref=search-standalone&origin=cardTitle#sol=38ebe33be5f187d5db8feb45f6fbe8d779647d19,9d ago,,,,,,13/03/2025,,Wellington
GIS Software Engineer,Hays | Technology,We are seeking a highly skilled GIS Software Engineer for a 6-month contract in Wellington. The ideal candidate will have extensive experience with FM,https://www.seek.co.nz/job/82678720?type=standard&ref=search-standalone&origin=cardTitle#sol=f3aecdecdaab104c748ef9739e728bc4e5df89a8,1d ago,,,,,,13/03/2025,,Wellington
Data Architect & ML Lead,Cucumber Limited,"Lead big data architecture, MLOps, and data management solutions. Build scalable, impactful systems for real-world challenges.",https://www.seek.co.nz/job/82492840?type=standard&ref=search-standalone&origin=cardTitle#sol=656d49b4e4d642ddf4a020fda3d3fd1ceabcbf5f,22d ago,,,,,,13/03/2025,,Wellington
Senior Software Engineer - API,Kiwibank,Looking for a talented Senior .Net C# Software Engineer to lead the design and development of enterprise-grade APIs on our brand-new cloud platform.,https://www.seek.co.nz/job/82699134?type=standard&ref=search-standalone&origin=cardTitle#sol=909b81ce6e7e9d4a83741658d3eca6101a6c727f,24d ago,,,,,,13/03/2025,,Wellington
DevOps Lead,Randstad Digital,We are looking for an experienced DevOps Lead to join our clients team,https://www.seek.co.nz/job/82181135?type=standard&ref=search-standalone&origin=cardTitle#sol=cd81551e4c7991e37e0bb085e7caa8211769ba1e,6d ago,,,,,,13/03/2025,,Wellington
Fullstack Developer - FinTech Innovation (Fully Remote in NZ),H2R Technology Limited,"Full Stack Developer | Build modern web apps with Vue.js 3, Python & BFF services in a 100% remote FinTech role. Join a fast-growing, innovative team!",https://www.seek.co.nz/job/82111804?type=standard&ref=search-standalone&origin=cardTitle#sol=8a861e06c62f29e63950873068db4548f6fb31d5,7d ago,,,,,,13/03/2025,,Wellington
Snr Apps Support Specialist SAP/Kronos,New Zealand Police,Snr Apps Support Specialist SAP/Kronos,https://www.seek.co.nz/job/82599154?type=standard&ref=search-standalone&origin=cardTitle#sol=3129dafd263e9ff0845ee221debf20b79f202183,,,,,,,13/03/2025,,Wellington
Kaihautū Mātaitanga | Test Manager,Te Tumu Paeroa,Are you passionate about ensuring software quality and reliability? We are seeking a dynamic Test Manager with excellent stakeholder management skills,https://www.seek.co.nz/job/82560765?type=standard&ref=search-standalone&origin=cardTitle#sol=2131c8db74a59fab4a19212358bfd7aacf8e3210,,,,,,,13/03/2025,,Wellington
.NET Developer,Randstad Digital,I am looking at hiring a .NET Developer for a 12-month contract,https://www.seek.co.nz/job/82011574?type=standard&ref=search-standalone&origin=cardTitle#sol=8443efb710c1c126a0bb7241e5de14ff1693b538,1mo ago,,,,,Market hourly rate,13/03/2025,,Wellington
Salesforce Engineers ( Functional & Technical),Expert360,We are after Salesforce Functional or Technical Engineer with Intermediate skills,https://www.seek.co.nz/job/82730059?type=standard&ref=search-standalone&origin=cardTitle#sol=3907dde31475e65b0c8c4181d62a316ea095b517,21h ago,,,,,"$120,000 – $145,000 yr plus Life, Health & Lunch",13/03/2025,,Wellington
Senior Test Analyst,TEKsystems,"If you are a proactive and detail oriented Test Analyst with a positive attitude, we would love to hear from you.",https://www.seek.co.nz/job/82550347?type=standard&ref=search-standalone&origin=cardTitle#sol=a7f67ebe2cf0066bf41765d1f99fbb37e0941c98,8d ago,,,,,"Great Projects, Extensive Mentoring, Good benefits",13/03/2025,,Wellington
Nuxt/Vue Developer,Rockit Recruitment,"Deliver a focused Nuxt application that streamlines information collection, validation, and display - build something impactful with a tight-knit team",https://www.seek.co.nz/job/82079491?type=standard&ref=search-standalone&origin=cardTitle#sol=93785a2ef254dba584ea96bf6633e71b95b2e158,27d ago,,,,,$120 - $150 p.a.,13/03/2025,,Wellington
Senior .NET Developer,placeMe IT Recruitment,"In the grand symphony of software development, every note must be played with precision. And that’s where you come in.",https://www.seek.co.nz/job/82002885?type=standard&ref=search-standalone&origin=cardTitle#sol=4527f2a64341780f638c9d0fddd388fb90b6a0ed,30d+ ago,,,,,Hourly rate + paid weekly,13/03/2025,,Wellington
Bid Writer,Maycroft Construction,Are you a talented writer with a passion for storytelling? Join our team as a Bid Writer and play a key role in helping us win exciting new projects.,https://www.seek.co.nz/job/82213629?type=standard&ref=search-standalone&origin=cardTitle#sol=f5c898e5d8684d900e338f79b5d22197d4c1b4cf,22d ago,,,,,Salaried,13/03/2025,,Wellington
Engineering Geologist,Stantec New Zealand,"Exc opportunity to join a team delivering projects that will shape your career, as well as siting alongside industry experts for your own development.",https://www.seek.co.nz/job/82067705?type=standard&ref=search-standalone&origin=cardTitle#sol=dde0d7c31f8be9dd4796bb0cecde1dec20203dcd,27d ago,,,,,"Up To $168,000",13/03/2025,,Wellington
Senior Full Stack Developer,Quotable Value Limited,"We're a supportive, growth-oriented team in a secure and thriving business, seeking a Senior Developer to contribute during an exciting time.",https://www.seek.co.nz/job/82319102?type=standard&ref=search-standalone&origin=cardTitle#sol=598e918bb25fce7268b244b63b793cb199d6db9b,16d ago,,,,,,13/03/2025,,Wellington
Senior FullStack Engineer (Product),Talent Army - Winners of Innovation in Recruitment & Recruiter of the year 2023,Are you a seasoned Full-Stack Engineer looking to work on cutting-edge SaaS products? WFH,https://www.seek.co.nz/job/82424468?type=standard&ref=search-standalone&origin=cardTitle#sol=0fbff17bc087b3c94566d58e24df6c7b9304da24,13d ago,,,,,,13/03/2025,,Wellington
Senior Front End Developer,RWA People - Connecting IT people with outstanding jobs,"Senior Front End Developer Opportunity: Lead Digital Innovation Join our dynamic team to shape high-performance, user-focused web experiences.",https://www.seek.co.nz/job/82182209?type=standard&ref=search-standalone&origin=cardTitle#sol=29edcee1c676a37420e92eebf1e6f534063e0a82,22d ago,,,,,,13/03/2025,,Wellington
Senior Java Developer,Hays | Technology,Contract Opportunity for Java Developers in Wellington,https://www.seek.co.nz/job/82700292?type=standard&ref=search-standalone&origin=cardTitle#sol=96e09e73176a94c343e2abd3b71776294bd94ede,1d ago,,,,,,13/03/2025,,Wellington
Dealer Principal,The Colonial Motor Company Ltd,A rare opportunity to lead a successful Wairarapa dealership with great brands and an outstanding legacy.,https://www.seek.co.nz/job/82191597?type=standard&ref=search-standalone&origin=cardTitle#sol=bdf5f75f24dde8d37182b04aec809357c48e502b,22d ago,,,,,,13/03/2025,,Wellington
Senior Full Stack Developer (.NET),Randstad Digital,Looking for an experienced Senior Full Stack Developer (.NET),https://www.seek.co.nz/job/82358640?type=standard&ref=search-standalone&origin=cardTitle#sol=5670ff331b6ea41dbf56a4d136445b8969f8e4c8,16d ago,,,,,,13/03/2025,,Wellington
Experienced/Senior Game Data Analyst,PikPok,If you're a skilled and proactive Data Analyst and wants to work with NZ's largest and oldest video game studio - then read on!,https://www.seek.co.nz/job/82122909?type=standard&ref=search-standalone&origin=cardTitle#sol=e8748364d5f1249c8b321fbf99e465928ceea4c7,21d ago,,,,,,13/03/2025,,Wellington
Senior .Net Software Engineers,Entelect Software,"We are a rapidly growing company, committed to creating high-quality software solutions. We are looking for a Senior Full Stack .NET Engineer",https://www.seek.co.nz/job/82112619?type=standard&ref=search-standalone&origin=cardTitle#sol=26623a6e76e3688a8a27ab276f6ff4c0307dc7ff,24d ago,,,,,,13/03/2025,,Wellington
Data Engineer,TEKsystems,Join us and be part of an exciting opportunity to shape the future of data infrastructure,https://www.seek.co.nz/job/82214574?type=standard&ref=search-standalone&origin=cardTitle#sol=d211d2318432147df92207339371b83cd58ef481,21d ago,,,,,,13/03/2025,,Wellington
Senior Engineer,UpperGround by Hudson - Projects & Transformation,6 month hourly contract that requires a Senior Engineer to design & implement a complex strategic tool,https://www.seek.co.nz/job/82403636?type=standard&ref=search-standalone&origin=cardTitle#sol=4b99019bfb57841b2527d9d6ec59112c403884cf,14d ago,,,,,,13/03/2025,,Wellington
UI/UX Designer,Talent Army - Winners of Innovation in Recruitment & Recruiter of the year 2023,"Produce high quality UX and UI design solutions through wireframes, visual and graphic designs, flow diagrams, storyboards, site maps, and prototype.",https://www.seek.co.nz/job/82495177?type=standard&ref=search-standalone&origin=cardTitle#sol=242935f7f364b1de8574dac98c4a98c0bfa5ef51,9d ago,,,,,,13/03/2025,,Wellington
"GM, Resource Markets AND GM Employment, Skills & Immigration Policy","Ministry of Business, Innovation and Employment",Leverage your senior-level government experience and political acumen to lead strategic capability.,https://www.seek.co.nz/job/82431240?type=standard&ref=search-standalone&origin=cardTitle#sol=d1cf7281ceca644cdfab42a6faba14b1427577a8,13d ago,,,,,,13/03/2025,,Wellington
Senior Full Stack Developer,TEKsystems,Developer,https://www.seek.co.nz/job/82575738?type=standard&ref=search-standalone&origin=cardTitle#sol=00e69b99ee149a1ecc6da642c5558453b3e1c1ef,7d ago,,,,,,13/03/2025,,Wellington
Senior Data Engineer - Hawke's Bay Location,Pipeline Recruitment,Play a key role in leading the data transformation journey at Unison Networks. Exciting career opportunity; Hawke's Bay location.,https://www.seek.co.nz/job/82141592?type=standard&ref=search-standalone&origin=cardTitle#sol=6f429e66f87d257497eb5d4ac2e6fd9046ab72d4,23d ago,,,,,,13/03/2025,,Wellington
Lead Business Case Writer,Hays | Technology,People Management and Leadership position with experience writing business cases for cross-functional teams.,https://www.seek.co.nz/job/82504108?type=standard&ref=search-standalone&origin=cardTitle#sol=0673a326c0f988d1c9e7bc81141d117f44c3c37b,9d ago,,,,,,13/03/2025,,Wellington
Intermediate/Senior Developer,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,Build cutting-edge solutions with a top NZ-founded company—Full-stack devs wanted in Wellington CBD!,https://www.seek.co.nz/job/82288107?type=standard&ref=search-standalone&origin=cardTitle#sol=50c0f9d52203e2970d234e8ae608268659111a12,18d ago,,,,,130000,13/03/2025,,Wellington
Design and Analysis Lead - Wellington (Fixed Term- 24 Months),KiwiRail,Help shape KiwiRail's future with smart design and analysis solutions!,https://www.seek.co.nz/job/82559558?type=standard&ref=search-standalone&origin=cardTitle#sol=daf915086669519f4c080a9c959995a3f3aaeeb2,7d ago,,,,,Competitive salary package + outstanding benefits,13/03/2025,,Wellington
Java Developer | CONTRACT | Wellington,Seisma,Work with our most renowned government client in the healthcare industry.,https://www.seek.co.nz/job/82124782?type=standard&ref=search-standalone&origin=cardTitle#sol=185c0250c903c2744b2cce3c98067d4f328cb8b2,24d ago,,,,,"$139,716 to $194,288 per annum",13/03/2025,,Wellington
"SAP Professionals (Functional, Technical, PM and Architects)",Expert360,"We are looking for skilled SAP Functional, Technical, and Project Management experts for a migration project.",https://www.seek.co.nz/job/82003800?type=standard&ref=search-standalone&origin=cardTitle#sol=8a03ca7838f03e3e16c2cfd7eb0207c5e74918fe,1mo ago,,,,,Competitive salary package + outstanding benefits,13/03/2025,,Wellington
Lead Engineer - Payments,Kiwibank,Actively seeking a Lead Engineer with extensive expertise in C# .NET to lead one of our Payments squads.,https://www.seek.co.nz/job/82599832?type=standard&ref=search-standalone&origin=cardTitle#sol=8cc105aec37d14744b703a072c8569d27310c3c2,6d ago,,,,,Negotiable,13/03/2025,,Wellington
Director of Civil Aviation & Chief Executive,Hobson Leavy,The Director of Civil Aviation & Chief Executive of CAA is responsible for the strategic and operational delivery of the CAA.,https://www.seek.co.nz/job/82359068?type=standard&ref=search-standalone&origin=cardTitle#sol=72095a4d2a0dac9fb2339eb4f11a8b04f1a51143,15d ago,,,,,Competitive,13/03/2025,,Wellington
Bob Dykes Chair in Generative Artificial Intelligence,Victoria University of Wellington,"Apply now for this exciting, fixed-term, full-time role for 3 years!",https://www.seek.co.nz/job/82076325?type=standard&ref=search-standalone&origin=cardTitle#sol=ade080d3e9b22fa7cc08054e25f0869b0b4a5057,27d ago,,,,,"$135,000",13/03/2025,,Wellington
Cosmetics Skincare Specialist,Volunteer Service Abroad (VSA),Seeking a cosmetics skin care specialist to volunteer in Samoa! Use your experience and knowledge to assist in building capacity in this unique role.,https://www.seek.co.nz/job/82318725?type=standard&ref=search-standalone&origin=cardTitle#sol=cb53db334f08ad88c8652383f623b6adffd7cf43,16d ago,,,,,"$100,000 – $120,000 per year",13/03/2025,,Wellington
Senior Software Developer (C++),Windcave Limited,Windcave is on the lookout for a Senior Software Developer who will have the opportunity to work on complex global e-commerce software projects.,https://www.seek.co.nz/job/81855446?type=standard&ref=search-standalone&origin=cardTitle#sol=2e3770e0288a44e86118c72af83bdbdb8ae4a69f,8d ago,,,,,,13/03/2025,,Wellington
Senior C# .Net Engineers - Cards and Payments,Kiwibank,Exciting brand-new opportunities within our Digital & Technology Cards and Payments Team!,https://www.seek.co.nz/job/82525477?type=standard&ref=search-standalone&origin=cardTitle#sol=9746c60651f12ad502d764fdf5d1c9a764d12fb5,9d ago,,,,,,13/03/2025,,Wellington
Functional Consultant - Microsoft Dynamics 365 CE,DXC Technology Australia & New Zealand,Exciting time to join DXC with strategic account wins and new projects commencing that offer a lot of variety with a range of tech across platforms.,https://www.seek.co.nz/job/82646029?type=standard&ref=search-standalone&origin=cardTitle#sol=619d5d4a70d481c1c39136fe4220082f757b0b61,3d ago,,,,,,13/03/2025,,Wellington
Senior Java Developer,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,Software Development Senior Java SDLC DevOps Docker,https://www.seek.co.nz/job/82534935?type=standard&ref=search-standalone&origin=cardTitle#sol=2040640e02f576c6bf5b0644abd44a8996ebca32,8d ago,,,,,,13/03/2025,,Wellington
Salesforce Developer,Robert Walters,"Our client is seeking a Salesforce Developer with a minimum of 2 years' experience across the technical space, ideally within the backend!",https://www.seek.co.nz/job/82682478?type=standard&ref=search-standalone&origin=cardTitle#sol=2d71f30d5d7a2880d7307d0eb2bb995c945a8db1,2d ago,,,,,,13/03/2025,,Wellington
Senior Developer,Comspek International Limited,Our Client is looking for a Senior Software Developer to join the team Key Responsibilities: Collaborate with Agile teams to analyze,https://www.seek.co.nz/job/82043206?type=standard&ref=search-standalone&origin=cardTitle#sol=4c233ddc69669881e3fad0c2000ebfd669b567ee,1mo ago,,,,,,13/03/2025,,Wellington
Principal Advisor Change,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,Play a key role in supporting frontline teams with change implementation.,https://www.seek.co.nz/job/82493038?type=standard&ref=search-standalone&origin=cardTitle#sol=09bfea80aee126fea90806613ddd6fbb5a5a6b72,9d ago,,,,,,13/03/2025,,Wellington
Senior Automation Test Analyst,placeMe IT Recruitment,"Two first-class Automation Testers, experienced in Cypress and Playwright needed to join this desired organisation.",https://www.seek.co.nz/job/82013180?type=standard&ref=search-standalone&origin=cardTitle#sol=ef8b977d2d038195569013c3e6293c117a9ce35c,1mo ago,,,,,,13/03/2025,,Wellington
Wellington- Automation Consultant,Planit Test Management Solutions,"Due to our growth we are seeking motivated Automation Testers to join our team, you will work on industry leading projects with new technologies.",https://www.seek.co.nz/job/82435004?type=standard&ref=search-standalone&origin=cardTitle#sol=0903428e58d317a3585d62ec9bbb27f3abbbbcb2,13d ago,,,,,,13/03/2025,,Wellington
Contents and Publications Adviser,Volunteer Service Abroad (VSA),Volunteer in Timor-Leste and build capacity by sharing your communications skills to enhance children's learning capabilities,https://www.seek.co.nz/job/82080524?type=standard&ref=search-standalone&origin=cardTitle#sol=be8e67d61128c4ff5138f2f88daf4fe4df214a25,27d ago,,,,,,13/03/2025,,Wellington
Solution Advisor - Cyber & Network Managed Services | Wellington,Datacom,"Here at Datacom we connect people and technology in order to solve challenges, create opportunities and discover new possibilities!",https://www.seek.co.nz/job/82288257?type=standard&ref=search-standalone&origin=cardTitle#sol=d2e2749b942862dce6ab02c9a4492097fba3aad8,17d ago,,,,,,13/03/2025,,Wellington
Senior Analyst Tester,FNZ Services (NZ) Limited,Join FNZ as a Senior Analyst Tester and become an integral part of shaping the success of our cutting-edge platform,https://www.seek.co.nz/job/82428410?type=standard&ref=search-standalone&origin=cardTitle#sol=ca160edf7c1129cb6b26acca42930f01353d9c3c,13d ago,,,,,,13/03/2025,,Wellington
Practice Manager - Quality Assurance,Datacom,Datacom works with organisations and communities across Australia and New Zealand to make a difference in people’s lives,https://www.seek.co.nz/job/82296648?type=standard&ref=search-standalone&origin=cardTitle#sol=ead5a45c1ea83bcff2ed89b3ecc4eba40a802c04,17d ago,,,,,,13/03/2025,,Wellington
Practice Manager - Quality Assurance,Datacom,Our Why Datacom works with organisations and communities across Australia and New Zealand to make a difference in people’s lives.,https://www.seek.co.nz/job/82112635?type=standard&ref=search-standalone&origin=cardTitle#sol=4d4f2113956c9b89d4762aed56abe3491937a2cb,24d ago,,,,,,13/03/2025,,Wellington
Dealer Principal,The Colonial Motor Company Ltd,A rare opportunity to lead a successful Wairarapa dealership with great brands and an outstanding legacy.,https://www.seek.co.nz/job/82191597?type=standard&ref=search-standalone&origin=cardTitle#sol=badaa683ee8d16daf5c82eecf43d1645f12805aa,22d ago,,,,,$120 - $150 p.a.,13/03/2025,,Wellington
Senior Full Stack Developer (.NET),Randstad Digital,Looking for an experienced Senior Full Stack Developer (.NET),https://www.seek.co.nz/job/82358640?type=standard&ref=search-standalone&origin=cardTitle#sol=8bc3f4bcb3bb3a3dcde422d29da6ec88e616593a,16d ago,,,,,Hourly rate + paid weekly,13/03/2025,,Wellington
Experienced/Senior Game Data Analyst,PikPok,If you're a skilled and proactive Data Analyst and wants to work with NZ's largest and oldest video game studio - then read on!,https://www.seek.co.nz/job/82122909?type=standard&ref=search-standalone&origin=cardTitle#sol=07d732f75cfff974a1321f003c73195a21fcc6ee,21d ago,,,,,Salaried,13/03/2025,,Wellington
Senior .Net Software Engineers,Entelect Software,"We are a rapidly growing company, committed to creating high-quality software solutions. We are looking for a Senior Full Stack .NET Engineer",https://www.seek.co.nz/job/82112619?type=standard&ref=search-standalone&origin=cardTitle#sol=cdc9d65a4fd66aebfa13c0dfd236b55f115a7bac,24d ago,,,,,"Up To $168,000",13/03/2025,,Wellington
Data Engineer,TEKsystems,Join us and be part of an exciting opportunity to shape the future of data infrastructure,https://www.seek.co.nz/job/82214574?type=standard&ref=search-standalone&origin=cardTitle#sol=38703ead5df0b2a6254bc785ad641c24b9219cb3,21d ago,,,,,130000,13/03/2025,,Wellington
Senior Engineer,UpperGround by Hudson - Projects & Transformation,6 month hourly contract that requires a Senior Engineer to design & implement a complex strategic tool,https://www.seek.co.nz/job/82403636?type=standard&ref=search-standalone&origin=cardTitle#sol=1b32d753b41feb0ad50e1119e9948a3e8bf4122c,14d ago,,,,,Competitive salary package + outstanding benefits,13/03/2025,,Wellington
UI/UX Designer,Talent Army - Winners of Innovation in Recruitment & Recruiter of the year 2023,"Produce high quality UX and UI design solutions through wireframes, visual and graphic designs, flow diagrams, storyboards, site maps, and prototype.",https://www.seek.co.nz/job/82495177?type=standard&ref=search-standalone&origin=cardTitle#sol=5f3944de0b959279c9cfedb697514ebc72b8646d,9d ago,,,,,"$139,716 to $194,288 per annum",13/03/2025,,Wellington
"GM, Resource Markets AND GM Employment, Skills & Immigration Policy","Ministry of Business, Innovation and Employment",Leverage your senior-level government experience and political acumen to lead strategic capability.,https://www.seek.co.nz/job/82431240?type=standard&ref=search-standalone&origin=cardTitle#sol=4df3c959d1efd878370a7b82a362a09b26b6944f,13d ago,,,,,Competitive salary package + outstanding benefits,13/03/2025,,Wellington
Senior Full Stack Developer,TEKsystems,Developer,https://www.seek.co.nz/job/82575738?type=standard&ref=search-standalone&origin=cardTitle#sol=c1fc71f972fdd8e949e9f0657f94326772609faa,7d ago,,,,,Negotiable,13/03/2025,,Wellington
Lead Business Case Writer,Hays | Technology,People Management and Leadership position with experience writing business cases for cross-functional teams.,https://www.seek.co.nz/job/82504108?type=standard&ref=search-standalone&origin=cardTitle#sol=b7bfbe86b5b9f6e44675422a1bfdef54290c688f,9d ago,,,,,,13/03/2025,,Wellington
Intermediate/Senior Developer,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,Build cutting-edge solutions with a top NZ-founded company—Full-stack devs wanted in Wellington CBD!,https://www.seek.co.nz/job/82288107?type=standard&ref=search-standalone&origin=cardTitle#sol=53122e2d3c55d2393d431ce2d054de7118def3f1,18d ago,,,,,,13/03/2025,,Wellington
Design and Analysis Lead - Wellington (Fixed Term- 24 Months),KiwiRail,Help shape KiwiRail's future with smart design and analysis solutions!,https://www.seek.co.nz/job/82559558?type=standard&ref=search-standalone&origin=cardTitle#sol=36d3408a3f309c919d53289693a70992a92da4b7,7d ago,,,,,,13/03/2025,,Wellington
Java Developer | CONTRACT | Wellington,Seisma,Work with our most renowned government client in the healthcare industry.,https://www.seek.co.nz/job/82124782?type=standard&ref=search-standalone&origin=cardTitle#sol=ac6caf0933a92dcc0f74d9852db524fce5d8c215,24d ago,,,,,,13/03/2025,,Wellington
"SAP Professionals (Functional, Technical, PM and Architects)",Expert360,"We are looking for skilled SAP Functional, Technical, and Project Management experts for a migration project.",https://www.seek.co.nz/job/82003800?type=standard&ref=search-standalone&origin=cardTitle#sol=e54370123cc29977dc33889c35524da726974ca7,1mo ago,,,,,,13/03/2025,,Wellington
Lead Engineer - Payments,Kiwibank,Actively seeking a Lead Engineer with extensive expertise in C# .NET to lead one of our Payments squads.,https://www.seek.co.nz/job/82599832?type=standard&ref=search-standalone&origin=cardTitle#sol=6d255c900b2b885c83a8b757674c20ddb7feb84b,6d ago,,,,,,13/03/2025,,Wellington
Director of Civil Aviation & Chief Executive,Hobson Leavy,The Director of Civil Aviation & Chief Executive of CAA is responsible for the strategic and operational delivery of the CAA.,https://www.seek.co.nz/job/82359068?type=standard&ref=search-standalone&origin=cardTitle#sol=b3dc9f5b9446f535b44f4159b67ead00d16ccd88,15d ago,,,,,,13/03/2025,,Wellington
Bob Dykes Chair in Generative Artificial Intelligence,Victoria University of Wellington,"Apply now for this exciting, fixed-term, full-time role for 3 years!",https://www.seek.co.nz/job/82076325?type=standard&ref=search-standalone&origin=cardTitle#sol=f4164fe643a4213527e2381fa1ebc87fe4771ac8,27d ago,,,,,,13/03/2025,,Wellington
Cosmetics Skincare Specialist,Volunteer Service Abroad (VSA),Seeking a cosmetics skin care specialist to volunteer in Samoa! Use your experience and knowledge to assist in building capacity in this unique role.,https://www.seek.co.nz/job/82318725?type=standard&ref=search-standalone&origin=cardTitle#sol=75d8b34440d1e95d69054fdccd5cc2d9696e0b81,16d ago,,,,,,13/03/2025,,Wellington
Senior Software Developer (C++),Windcave Limited,Windcave is on the lookout for a Senior Software Developer who will have the opportunity to work on complex global e-commerce software projects.,https://www.seek.co.nz/job/81855446?type=standard&ref=search-standalone&origin=cardTitle#sol=7808bd80d0248610c8ef3e0154cd4e0a70bec1df,8d ago,,,,,,13/03/2025,,Wellington
Senior C# .Net Engineers - Cards and Payments,Kiwibank,Exciting brand-new opportunities within our Digital & Technology Cards and Payments Team!,https://www.seek.co.nz/job/82525477?type=standard&ref=search-standalone&origin=cardTitle#sol=ffba91037ad440f45f0a9d84aeb732d45b4daeef,9d ago,,,,,,13/03/2025,,Wellington
Senior Java Developer,Beyond Recruitment - NZ’s best career opportunities – jobs all over Aotearoa,Software Development Senior Java SDLC DevOps Docker,https://www.seek.co.nz/job/82534935?type=standard&ref=search-standalone&origin=cardTitle#sol=daa7f575e4ad95327af49ad5769cc419ba1a252d,8d ago,,,,,,13/03/2025,,Wellington
Salesforce Developer,Robert Walters,"Our client is seeking a Salesforce Developer with a minimum of 2 years' experience across the technical space, ideally within the backend!",https://www.seek.co.nz/job/82682478?type=standard&ref=search-standalone&origin=cardTitle#sol=505b9fffb868367d59c0f40a96371b1e8b97cdd0,2d ago,,,,,,13/03/2025,,Wellington
